"","Term","Odds_ratio","p.value","p_adj"
"43","KEGG_ETHER_LIPID_METABOLISM","2.63900079319843","0.0412138650449367",0.17422224768996
"87","KEGG_ERBB_SIGNALING_PATHWAY","0.160989067936766","0.0436409178711926",0.180382460534263
"95","KEGG_P53_SIGNALING_PATHWAY","0.268247030458919","0.0453240526577887",0.183266821616276
"66","KEGG_AMINOACYL_TRNA_BIOSYNTHESIS","0","0.0467355651331926",0.184953513080294
"130","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY","0","0.0496298394587958",0.188390819170123
"136","KEGG_LONG_TERM_POTENTIATION","0","0.0496298394587958",0.188390819170123
"12","KEGG_OXIDATIVE_PHOSPHORYLATION","1.85872011260823","0.0523400507984361",0.194704988970182
"86","KEGG_MAPK_SIGNALING_PATHWAY","0.484000276234966","0.0627016608971885",0.220754267641963
"113","KEGG_FOCAL_ADHESION","0.35261816213725","0.0629030977689464",0.220754267641963
"154","KEGG_PARKINSONS_DISEASE","1.76280534415132","0.0618509175645486",0.220754267641963
"44","KEGG_ARACHIDONIC_ACID_METABOLISM","2.26119732379401","0.0697194351967577",0.240144721233277
"149","KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG","2.81160677752692","0.0766136460399728",0.259093421153363
"58","KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS","3.51290450835801","0.079395138408033",0.263705281140967
"49","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES","5.26611325877129","0.0892858610224484",0.277375096307494
"62","KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS","2.63571005303028","0.0894758375185464",0.277375096307494
"129","KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY","0.201485757641769","0.0859167219055144",0.277375096307494
"163","KEGG_COLORECTAL_CANCER","0.193986395242163","0.0876734575435579",0.277375096307494
"80","KEGG_PPAR_SIGNALING_PATHWAY","1.90130481289295","0.0975681959141824",0.297503023607179
"3","KEGG_PENTOSE_PHOSPHATE_PATHWAY","0","0.107140153376346",0.316318548063498
"169","KEGG_THYROID_CANCER","0","0.106545052627839",0.316318548063498
"179","KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS","0","0.111456275684204",0.323919801207218
"82","KEGG_NUCLEOTIDE_EXCISION_REPAIR","0","0.115102302183254",0.329369664709004
"94","KEGG_OOCYTE_MEIOSIS","0.387740497918682","0.117066367745255",0.329914309100264
"72","KEGG_RIBOSOME","0.213882638439569","0.125564831945139",0.348582966295461
"65","KEGG_SULFUR_METABOLISM","2.43125693766125","0.156716332279086",0.397525760802364
"74","KEGG_RNA_POLYMERASE","0","0.163303127561717",0.397525760802364
"81","KEGG_BASE_EXCISION_REPAIR","0","0.168628159530238",0.397525760802364
"83","KEGG_MISMATCH_REPAIR","0","0.163303127561717",0.397525760802364
"84","KEGG_HOMOLOGOUS_RECOMBINATION","0","0.163303127561717",0.397525760802364
"101","KEGG_PEROXISOME","1.56966498362734","0.172330918914603",0.397525760802364
"102","KEGG_MTOR_SIGNALING_PATHWAY","0","0.168628159530238",0.397525760802364
"120","KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION","0","0.163303127561717",0.397525760802364
"124","KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY","0","0.163303127561717",0.397525760802364
"125","KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY","0","0.163303127561717",0.397525760802364
"144","KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION","0.337986891756295","0.175253292396741",0.397525760802364
"145","KEGG_MELANOGENESIS","0.361433705528229","0.169787329387896",0.397525760802364
"160","KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION","0","0.173215559604481",0.397525760802364
"168","KEGG_PROSTATE_CANCER","0.343560324134153","0.172927997192853",0.397525760802364
"174","KEGG_ACUTE_MYELOID_LEUKEMIA","0","0.173215559604481",0.397525760802364
"15","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","2.10896223144698","0.179075409393414",0.401301519845482
"76","KEGG_DNA_REPLICATION","0.227896467192779","0.185352055428818",0.410422408449526
"29","KEGG_GLUTATHIONE_METABOLISM","1.71714719289714","0.200304332996462",0.435883986421201
"119","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES","2.10673783374712","0.201537757162491",0.435883986421201
"156","KEGG_HUNTINGTONS_DISEASE","1.41482638154775","0.204150166372013",0.436458976381545
"17","KEGG_CYSTEINE_AND_METHIONINE_METABOLISM","1.85849839218932","0.248870179259037",0.513107105125729
"31","KEGG_N_GLYCAN_BIOSYNTHESIS","0.276084075974925","0.253794912212726",0.513107105125729
"75","KEGG_BASAL_TRANSCRIPTION_FACTORS","0","0.251522965293641",0.513107105125729
"78","KEGG_PROTEASOME","0","0.251522965293641",0.513107105125729
"122","KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY","0.283572650276493","0.253015881676867",0.513107105125729
"9","KEGG_STEROID_BIOSYNTHESIS","0","0.257161803054919",0.514323606109838
"39","KEGG_GLYCEROLIPID_METABOLISM","0.255810076281017","0.26274695934533",0.514430888823488
"167","KEGG_GLIOMA","0.255810076281017","0.26274695934533",0.514430888823488
"91","KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM","1.70977571771077","0.267758179003947",0.518781471820147
"184","KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC","1.62179056574517","0.280494177696583",0.537854814964582
"92","KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION","1.5810966277551","0.288108942771912",0.546819013832404
"35","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION","3.50787384305108","0.304650966542066",0.572374543200245
"6","KEGG_GALACTOSE_METABOLISM","1.91413238336567","0.313420704574694",0.577190604464288
"63","KEGG_LIMONENE_AND_PINENE_DEGRADATION","1.91413238336567","0.313420704574694",0.577190604464288
"51","KEGG_PYRUVATE_METABOLISM","0.299833517149466","0.366475477235905",0.639069576876597
"112","KEGG_VEGF_SIGNALING_PATHWAY","0.299833517149466","0.366475477235905",0.639069576876597
"123","KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY","0.308681320369815","0.363035935673906",0.639069576876597
"133","KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION","0.515857282017396","0.370476500010022",0.639069576876597
"138","KEGG_LONG_TERM_DEPRESSION","0.308681320369815","0.363035935673906",0.639069576876597
"171","KEGG_MELANOMA","0.31806533766398","0.36083338567949",0.639069576876597
"176","KEGG_NON_SMALL_CELL_LUNG_CANCER","0.291477244714003","0.37107265754125",0.639069576876597
"79","KEGG_PROTEIN_EXPORT","0","0.392028228681579",0.66288409577067
"157","KEGG_PRION_DISEASES","0","0.392028228681579",0.66288409577067
"42","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","1.33828202543951","0.397738606341377",0.666480907923388
"45","KEGG_LINOLEIC_ACID_METABOLISM","1.66262558751639","0.432956381514573",0.719016847872416
"131","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY","0.446489900337828","0.439180817744768",0.722899399119707
"89","KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION","1.30149948057287","0.451212765918727",0.73618924965687
"175","KEGG_SMALL_CELL_LUNG_CANCER","1.31661345935786","0.467472285947073",0.756085610314396
"71","KEGG_ABC_TRANSPORTERS","0.388966260321665","0.50944177913114",0.816863542399931
"170","KEGG_BASAL_CELL_CARCINOMA","0.338649574682071","0.521282603271179",0.828705676995208
"41","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","1.40395975308979","0.533836598552727",0.834958538167209
"162","KEGG_PATHWAYS_IN_CANCER","0.814671852060413","0.534193903451064",0.834958538167209
"185","KEGG_DILATED_CARDIOMYOPATHY","1.3159776731967","0.549752676486554",0.852116648554159
"183","KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM","1.27598203372343","0.558739926783926",0.858889474229837
"117","KEGG_TIGHT_JUNCTION","1.2155320271725","0.564340334453351",0.860387723019043
"2","KEGG_CITRATE_CYCLE_TCA_CYCLE","1.28407129228645","0.594956147745226",0.867388234002033
"20","KEGG_LYSINE_DEGRADATION","1.31629524681287","0.590234261318224",0.867388234002033
"27","KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM","1.16881779823708","0.596912333076668",0.867388234002033
"59","KEGG_FOLATE_BIOSYNTHESIS","1.16881779823708","0.596912333076668",0.867388234002033
"88","KEGG_CALCIUM_SIGNALING_PATHWAY","0.732253680709741","0.57818615894583",0.867388234002033
"96","KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS","0.699438732183518","0.582478006097286",0.867388234002033
"52","KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM","0","0.614705914480653",0.872788550331309
"56","KEGG_RIBOFLAVIN_METABOLISM","0","0.614705914480653",0.872788550331309
"85","KEGG_NON_HOMOLOGOUS_END_JOINING","0","0.614705914480653",0.872788550331309
"10","KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS","0","0.620287124966861",0.87404094881694
"148","KEGG_TYPE_I_DIABETES_MELLITUS","1.50350296664588","0.644144646345525",0.900833866317802
"152","KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION","1.31534443506752","0.666187620059942",0.924708189038427
"26","KEGG_BETA_ALANINE_METABOLISM","1.23786130374708","0.678251631723379",0.927608849268739
"139","KEGG_OLFACTORY_TRANSDUCTION","1.23786130374708","0.678251631723379",0.927608849268739
"57","KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM","1.10734186477892","0.703491666866066",0.955105474723272
"107","KEGG_DORSO_VENTRAL_AXIS_FORMATION","0.477603290954762","0.716548408358683",0.960201189975807
"151","KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION","0.420162367094307","0.722732078476414",0.960201189975807
"186","KEGG_VIRAL_MYOCARDITIS","0.437710097904069","0.719722339100327",0.960201189975807
"40","KEGG_INOSITOL_PHOSPHATE_METABOLISM","1.21423490653752","0.736264954434106",0.964403391019322
"55","KEGG_ONE_CARBON_POOL_BY_FOLATE","1.21423490653752","0.736264954434106",0.964403391019322
"100","KEGG_ENDOCYTOSIS","1.07209235623847","0.744701912226248",0.968633256462113
"114","KEGG_ECM_RECEPTOR_INTERACTION","1.05196812081603","0.761552495107996",0.983671972847828
"99","KEGG_LYSOSOME","1.09606879935983","0.805399199336987",0.998695007177864
"105","KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION","0.700346575742362","0.796331001972352",0.998695007177864
"110","KEGG_TGF_BETA_SIGNALING_PATHWAY","1.02625393369774","0.795033986098734",0.998695007177864
"126","KEGG_JAK_STAT_SIGNALING_PATHWAY","0.68505561264818","0.797484790890754",0.998695007177864
"158","KEGG_VIBRIO_CHOLERAE_INFECTION","1.10755713931295","0.782196803725983",0.998695007177864
"173","KEGG_CHRONIC_MYELOID_LEUKEMIA","1.14396560259542","0.800827380302193",0.998695007177864
"115","KEGG_CELL_ADHESION_MOLECULES_CAMS","1.05207246386179","0.811018379374918",0.999002771945263
"1","KEGG_GLYCOLYSIS_GLUCONEOGENESIS","1.01140316524404","1",1
"13","KEGG_PURINE_METABOLISM","0.87525194945215","0.875049018380788",1
"14","KEGG_PYRIMIDINE_METABOLISM","0.931497570638827","1",1
"19","KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS","0.876377779319607","1",1
"32","KEGG_OTHER_GLYCAN_DEGRADATION","0","1",1
"36","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE","0","1",1
"37","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE","1.05186419607634","1",1
"38","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE","0","1",1
"46","KEGG_ALPHA_LINOLENIC_ACID_METABOLISM","0.956140424420521","1",1
"50","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES","0","1",1
"70","KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS","1.00171759579778","1",1
"90","KEGG_CHEMOKINE_SIGNALING_PATHWAY","0.847461674967088","1",1
"97","KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT","0.553168723955947","1",1
"98","KEGG_REGULATION_OF_AUTOPHAGY","0","1",1
"103","KEGG_APOPTOSIS","0.906257447458195","1",1
"108","KEGG_NOTCH_SIGNALING_PATHWAY","1.00171759579778","1",1
"109","KEGG_HEDGEHOG_SIGNALING_PATHWAY","0.914440140375714","1",1
"111","KEGG_AXON_GUIDANCE","1.06753588163436","0.837225964058253",1
"121","KEGG_RENIN_ANGIOTENSIN_SYSTEM","0","1",1
"127","KEGG_HEMATOPOIETIC_CELL_LINEAGE","0.700647912514114","1",1
"132","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS","1.01140316524404","1",1
"135","KEGG_CIRCADIAN_RHYTHM_MAMMAL","0","1",1
"140","KEGG_TASTE_TRANSDUCTION","0.956140424420521","1",1
"143","KEGG_GNRH_SIGNALING_PATHWAY","0.840480526317629","0.843588530959031",1
"146","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","0.768908484728764","1",1
"147","KEGG_TYPE_II_DIABETES_MELLITUS","0.956096450413564","1",1
"155","KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS","0.829855771246447","1",1
"161","KEGG_LEISHMANIA_INFECTION","0.657075729370528","1",1
"165","KEGG_PANCREATIC_CANCER","1.00172104463037","1",1
"172","KEGG_BLADDER_CANCER","0.67798097759177","1",1
"177","KEGG_ASTHMA","0","1",1
"178","KEGG_AUTOIMMUNE_THYROID_DISEASE","0","1",1
"180","KEGG_ALLOGRAFT_REJECTION","0","1",1
"181","KEGG_GRAFT_VERSUS_HOST_DISEASE","0","1",1
"182","KEGG_PRIMARY_IMMUNODEFICIENCY","0","1",1
