"","Term","Odds_ratio","p.value","p_adj"
"29","KEGG_GLUTATHIONE_METABOLISM","1.82917156062837","0.41376471222348",0.999483590565809
"1","KEGG_GLYCOLYSIS_GLUCONEOGENESIS","0.646688009339124","1",1
"2","KEGG_CITRATE_CYCLE_TCA_CYCLE","0","1",1
"3","KEGG_PENTOSE_PHOSPHATE_PATHWAY","0","1",1
"5","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM","1.29426030882049","0.564052877128805",1
"6","KEGG_GALACTOSE_METABOLISM","1.03524052631401","1",1
"7","KEGG_ASCORBATE_AND_ALDARATE_METABOLISM","0","1",1
"8","KEGG_FATTY_ACID_METABOLISM","0","0.614472421423799",1
"9","KEGG_STEROID_BIOSYNTHESIS","0","1",1
"10","KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS","0","1",1
"12","KEGG_OXIDATIVE_PHOSPHORYLATION","0.430786781191884","0.720553357409561",1
"15","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","0.689868594676393","1",1
"16","KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM","0.941034675420283","1",1
"17","KEGG_CYSTEINE_AND_METHIONINE_METABOLISM","0","0.627917494316692",1
"21","KEGG_ARGININE_AND_PROLINE_METABOLISM","0.413515973106642","0.723939430658924",1
"22","KEGG_HISTIDINE_METABOLISM","1.15035688281505","0.602486018526248",1
"28","KEGG_SELENOAMINO_ACID_METABOLISM","1.29426030882049","0.564052877128805",1
"32","KEGG_OTHER_GLYCAN_DEGRADATION","0","1",1
"34","KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM","0.689868594676393","1",1
"37","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE","0","0.614472421423799",1
"38","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE","0","0.636466400008216",1
"40","KEGG_INOSITOL_PHOSPHATE_METABOLISM","0.590759623898074","0.768681949487341",1
"42","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM","1.07113172499382","0.757793871154047",1
"44","KEGG_ARACHIDONIC_ACID_METABOLISM","1.29514665898235","0.554237361026074",1
"45","KEGG_LINOLEIC_ACID_METABOLISM","0","1",1
"46","KEGG_ALPHA_LINOLENIC_ACID_METABOLISM","0","1",1
"47","KEGG_SPHINGOLIPID_METABOLISM","1.15065850862514","0.744525988959307",1
"48","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES","0","1",1
"49","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES","0","0.627917494316692",1
"50","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES","0.862529585327257","1",1
"51","KEGG_PYRUVATE_METABOLISM","1.15035688281505","0.602486018526248",1
"52","KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM","0","1",1
"53","KEGG_PROPANOATE_METABOLISM","0","0.614472421423799",1
"54","KEGG_BUTANOATE_METABOLISM","0","1",1
"55","KEGG_ONE_CARBON_POOL_BY_FOLATE","0","1",1
"56","KEGG_RIBOFLAVIN_METABOLISM","0","1",1
"59","KEGG_FOLATE_BIOSYNTHESIS","0","1",1
"60","KEGG_RETINOL_METABOLISM","0","1",1
"61","KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM","0","0.636466400008216",1
"62","KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS","0","1",1
"63","KEGG_LIMONENE_AND_PINENE_DEGRADATION","0","1",1
"64","KEGG_NITROGEN_METABOLISM","0","0.616471895122117",1
"66","KEGG_AMINOACYL_TRNA_BIOSYNTHESIS","0","1",1
"68","KEGG_DRUG_METABOLISM_CYTOCHROME_P450","0.492477850122891","0.71624908688659",1
"69","KEGG_DRUG_METABOLISM_OTHER_ENZYMES","1.29426030882049","0.564052877128805",1
"70","KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS","0","0.621113802740678",1
"71","KEGG_ABC_TRANSPORTERS","0.940975543165398","1",1
"72","KEGG_RIBOSOME","0","1",1
"74","KEGG_RNA_POLYMERASE","0","1",1
"75","KEGG_BASAL_TRANSCRIPTION_FACTORS","0.544420946142698","1",1
"76","KEGG_DNA_REPLICATION","0","1",1
"78","KEGG_PROTEASOME","0","0.614472421423799",1
"79","KEGG_PROTEIN_EXPORT","0","1",1
"80","KEGG_PPAR_SIGNALING_PATHWAY","0.590759623898074","0.768681949487341",1
"81","KEGG_BASE_EXCISION_REPAIR","0","1",1
"83","KEGG_MISMATCH_REPAIR","0","1",1
"84","KEGG_HOMOLOGOUS_RECOMBINATION","0","1",1
"85","KEGG_NON_HOMOLOGOUS_END_JOINING","0","1",1
"86","KEGG_MAPK_SIGNALING_PATHWAY","1.19033405450189","0.463681868551717",1
"87","KEGG_ERBB_SIGNALING_PATHWAY","0.635624588425587","0.521680884393628",1
"89","KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION","1.17994373988499","0.446935780246421",1
"90","KEGG_CHEMOKINE_SIGNALING_PATHWAY","0.855287046015819","0.68330393798991",1
"93","KEGG_CELL_CYCLE","0.66657656909855","0.6602691339045",1
"97","KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT","0.667247423246454","1",1
"98","KEGG_REGULATION_OF_AUTOPHAGY","0","0.627917494316692",1
"99","KEGG_LYSOSOME","1.11043629170249","0.748855840870603",1
"100","KEGG_ENDOCYTOSIS","0.7531966764904","0.46472853785713",1
"103","KEGG_APOPTOSIS","0.759965074900641","0.68152973034764",1
"104","KEGG_CARDIAC_MUSCLE_CONTRACTION","1.07113172499382","0.757793871154047",1
"106","KEGG_WNT_SIGNALING_PATHWAY","0.891327429476398","0.874419509337782",1
"107","KEGG_DORSO_VENTRAL_AXIS_FORMATION","0.430786781191884","0.720553357409561",1
"108","KEGG_NOTCH_SIGNALING_PATHWAY","0.689556697525585","1",1
"109","KEGG_HEDGEHOG_SIGNALING_PATHWAY","0.574293818441364","0.770983886074855",1
"112","KEGG_VEGF_SIGNALING_PATHWAY","0.655931677699437","0.520542756013634",1
"116","KEGG_ADHERENS_JUNCTION","1.13552975713613","0.693051187836381",1
"120","KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION","0.746865555843999","0.705407339336603",1
"121","KEGG_RENIN_ANGIOTENSIN_SYSTEM","0","0.636466400008216",1
"122","KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY","1.27875119739084","0.435555962422461",1
"127","KEGG_HEMATOPOIETIC_CELL_LINEAGE","1.06612854023244","0.837277022595481",1
"128","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","0.779508260199805","0.618535318343914",1
"130","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY","0.827118610178032","0.843797551149534",1
"131","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY","1.10977049152522","0.820562241470797",1
"134","KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION","1.32343131901932","0.465626428654115",1
"140","KEGG_TASTE_TRANSDUCTION","0.608587973474908","1",1
"142","KEGG_INSULIN_SIGNALING_PATHWAY","0.940558242946833","1",1
"144","KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION","1.19561415695187","0.640308454395434",1
"145","KEGG_MELANOGENESIS","0.697991193775773","0.551999710490972",1
"146","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","0.620016030164526","0.624882724130404",1
"147","KEGG_TYPE_II_DIABETES_MELLITUS","0.34443217549092","0.518280382997343",1
"149","KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG","0","1",1
"150","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","0.862391589776541","1",1
"152","KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION","1.03524052631401","1",1
"153","KEGG_ALZHEIMERS_DISEASE","0.820686393258595","0.831298979337121",1
"154","KEGG_PARKINSONS_DISEASE","1.08982428084083","0.707418182137769",1
"157","KEGG_PRION_DISEASES","1.15065850862514","0.744525988959307",1
"159","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","0.55326208732992","0.485639745124999",1
"162","KEGG_PATHWAYS_IN_CANCER","1.13410260023284","0.481098224878981",1
"163","KEGG_COLORECTAL_CANCER","1.24367493003602","0.632601587928425",1
"164","KEGG_RENAL_CELL_CARCINOMA","1.20917483720857","0.662501737252429",1
"165","KEGG_PANCREATIC_CANCER","1.18454240443065","0.686129190225671",1
"166","KEGG_ENDOMETRIAL_CANCER","0.880544279654047","1",1
"167","KEGG_GLIOMA","0.955303387753017","1",1
"170","KEGG_BASAL_CELL_CARCINOMA","0.862253311106924","1",1
"173","KEGG_CHRONIC_MYELOID_LEUKEMIA","0.886634898395628","1",1
"174","KEGG_ACUTE_MYELOID_LEUKEMIA","1.31972490822608","0.495934351808067",1
"176","KEGG_NON_SMALL_CELL_LUNG_CANCER","0.844437211794332","1",1
"177","KEGG_ASTHMA","0.940916291161965","1",1
"183","KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM","1.16774689510517","0.688119201778229",1
"184","KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC","1.2731796072442","0.505712734419292",1
"186","KEGG_VIRAL_MYOCARDITIS","0.812886360129566","0.719238561506786",1
